from,to
hsa-miR-485-5p,NM_001271863
hsa-miR-485-5p,NM_001272003
hsa-miR-485-5p,NM_001272067
hsa-miR-485-5p,NM_001272068
hsa-miR-485-5p,NM_001272082
hsa-miR-485-5p,NM_001272083
hsa-miR-485-5p,NM_001272102
hsa-miR-485-5p,NM_001276418
hsa-miR-485-5p,NM_001276451
hsa-miR-485-5p,NM_001276695
hsa-miR-485-5p,NM_001276698
hsa-miR-485-5p,NM_001276699
hsa-miR-485-5p,NM_001276761
hsa-miR-485-5p,NM_001280558
hsa-miR-485-5p,NM_001281732
hsa-miR-485-5p,NM_001282131
hsa-miR-485-5p,NM_001282149
hsa-miR-485-5p,NM_001282229
hsa-miR-485-5p,NM_001282314
hsa-miR-485-5p,NM_001282497
hsa-miR-485-5p,NM_001282498
hsa-miR-485-5p,NM_001282499
hsa-miR-485-5p,NM_001282689
hsa-miR-485-5p,NM_001282690
hsa-miR-485-5p,NM_001282953
hsa-miR-485-5p,NM_001282955
hsa-miR-485-5p,NM_001282956
hsa-miR-485-5p,NM_001284280
hsa-miR-485-5p,NM_001284281
hsa-miR-485-5p,NM_001284511
hsa-miR-485-5p,NM_001284512
hsa-miR-485-5p,NM_001286052
hsa-miR-485-5p,NM_001286053
hsa-miR-485-5p,NM_001286113
hsa-miR-485-5p,NM_001286135
hsa-miR-485-5p,NM_001286137
hsa-miR-485-5p,NM_001286496
hsa-miR-485-5p,NM_001286521
hsa-miR-485-5p,NM_001286522
hsa-miR-485-5p,NM_001286585
hsa-miR-485-5p,NM_001286640
hsa-miR-485-5p,NM_001286656
hsa-miR-485-5p,NM_001287489
hsa-miR-485-5p,NM_001289164
hsa-miR-485-5p,NM_001289405
hsa-miR-485-5p,NM_001289789
hsa-miR-485-5p,NM_001292039
hsa-miR-485-5p,NM_001292040
hsa-miR-485-5p,NM_001297701
hsa-miR-485-5p,NM_001297760
hsa-miR-485-5p,NM_001300788
hsa-miR-485-5p,NM_001301240
hsa-miR-485-5p,NM_001302816
hsa-miR-485-5p,NM_001303127
hsa-miR-485-5p,NM_001303128
hsa-miR-485-5p,NM_001303420
hsa-miR-485-5p,NM_001304833
hsa-miR-485-5p,NM_001304834
hsa-miR-485-5p,NM_001304835
hsa-miR-485-5p,NM_001304836
hsa-miR-485-5p,NM_001304837
hsa-miR-485-5p,NM_001304838
hsa-miR-485-5p,NM_001308209
hsa-miR-485-5p,NM_001308277
hsa-miR-485-5p,NM_001313965
hsa-miR-485-5p,NM_001316329
hsa-miR-485-5p,NM_001316939
hsa-miR-485-5p,NM_001316940
hsa-miR-485-5p,NM_001318046
hsa-miR-485-5p,NM_001318330
hsa-miR-485-5p,NM_001318334
hsa-miR-485-5p,NM_001318371
hsa-miR-485-5p,NM_001318512
hsa-miR-485-5p,NM_001318516
hsa-miR-485-5p,NM_001318752
hsa-miR-485-5p,NM_001318754
hsa-miR-485-5p,NM_001318803
hsa-miR-485-5p,NM_001318812
hsa-miR-485-5p,NM_001318813
hsa-miR-485-5p,NM_001318828
hsa-miR-485-5p,NM_001319039
hsa-miR-485-5p,NM_001319145
hsa-miR-485-5p,NM_001319204
hsa-miR-485-5p,NM_001319205
hsa-miR-485-5p,NM_001321017
hsa-miR-485-5p,NM_001321018
hsa-miR-485-5p,NM_001321397
hsa-miR-485-5p,NM_001321727
hsa-miR-485-5p,NM_001321728
hsa-miR-485-5p,NM_001321974
hsa-miR-485-5p,NM_001322006
hsa-miR-485-5p,NM_001322373
hsa-miR-485-5p,NM_001322374
hsa-miR-485-5p,NM_001322840
hsa-miR-485-5p,NM_001322841
hsa-miR-485-5p,NM_001329058
hsa-miR-485-5p,NM_001329911
hsa-miR-485-5p,NM_001330
hsa-miR-485-5p,NM_001330128
hsa-miR-485-5p,NM_001330333
hsa-miR-485-5p,NM_001330422
hsa-miR-485-5p,NM_001330429
hsa-miR-485-5p,NM_001330499
hsa-miR-485-5p,NM_001330511
hsa-miR-485-5p,NM_001330563
hsa-miR-485-5p,NM_001347994
hsa-miR-485-5p,NM_001348170
hsa-miR-485-5p,NM_001348247
hsa-miR-485-5p,NM_001350823
hsa-miR-485-5p,NM_001350937
hsa-miR-485-5p,NM_001354080
hsa-miR-485-5p,NM_001354083
hsa-miR-485-5p,NM_001354611
hsa-miR-485-5p,NM_001354612
hsa-miR-485-5p,NM_001354924
hsa-miR-485-5p,NM_001363513
hsa-miR-485-5p,NM_001363782
hsa-miR-485-5p,NM_001363811
hsa-miR-485-5p,NM_001364782
hsa-miR-485-5p,NM_001365618
hsa-miR-485-5p,NM_001366196
hsa-miR-485-5p,NM_001366276
hsa-miR-485-5p,NM_001366737
hsa-miR-485-5p,NM_001366836
hsa-miR-485-5p,NM_001366886
hsa-miR-485-5p,NM_001366889
hsa-miR-485-5p,NM_001369407
hsa-miR-485-5p,NM_001371357
hsa-miR-485-5p,NM_001371380
hsa-miR-485-5p,NM_001371761
hsa-miR-485-5p,NM_001371762
hsa-miR-485-5p,NM_001371763
hsa-miR-485-5p,NM_001371904
hsa-miR-485-5p,NM_001383
hsa-miR-485-5p,NM_001385058
hsa-miR-485-5p,NM_001387736
hsa-miR-485-5p,NM_001387751
hsa-miR-485-5p,NM_001388191
hsa-miR-485-5p,NM_001391973
hsa-miR-485-5p,NM_001393951
hsa-miR-485-5p,NM_001394339
hsa-miR-485-5p,NM_001395167
hsa-miR-485-5p,NM_001416
hsa-miR-485-5p,NM_001678
hsa-miR-485-5p,NM_001728
hsa-miR-485-5p,NM_001766
hsa-miR-485-5p,NM_001873
hsa-miR-485-5p,NM_001874
hsa-miR-485-5p,NM_001927
hsa-miR-485-5p,NM_001978
hsa-miR-485-5p,NM_002012
hsa-miR-485-5p,NM_002080
hsa-miR-485-5p,NM_002190
hsa-miR-485-5p,NM_002250
hsa-miR-485-5p,NM_002568
hsa-miR-485-5p,NM_002628
hsa-miR-485-5p,NM_002739
hsa-miR-485-5p,NM_002747
hsa-miR-485-5p,NM_002824
hsa-miR-485-5p,NM_003025
hsa-miR-485-5p,NM_003288
hsa-miR-485-5p,NM_003333
hsa-miR-485-5p,NM_003345
hsa-miR-485-5p,NM_003400
hsa-miR-485-5p,NM_003429
hsa-miR-485-5p,NM_003639
hsa-miR-485-5p,NM_003737
hsa-miR-485-5p,NM_003846
hsa-miR-485-5p,NM_004097
hsa-miR-485-5p,NM_004228
hsa-miR-485-5p,NM_004270
hsa-miR-485-5p,NM_004527
hsa-miR-485-5p,NM_004528
hsa-miR-485-5p,NM_004802
hsa-miR-485-5p,NM_004848
hsa-miR-485-5p,NM_004960
hsa-miR-485-5p,NM_004968
hsa-miR-485-5p,NM_004976
hsa-miR-485-5p,NM_005109
hsa-miR-485-5p,NM_005161
hsa-miR-485-5p,NM_005420
hsa-miR-485-5p,NM_005556
hsa-miR-485-5p,NM_005630
hsa-miR-485-5p,NM_005803
hsa-miR-485-5p,NM_005817
hsa-miR-485-5p,NM_005895
hsa-miR-485-5p,NM_006032
hsa-miR-485-5p,NM_006035
hsa-miR-485-5p,NM_006112
hsa-miR-485-5p,NM_006184
hsa-miR-485-5p,NM_006333
hsa-miR-485-5p,NM_006491
hsa-miR-485-5p,NM_006503
hsa-miR-485-5p,NM_006598
hsa-miR-485-5p,NM_006645
hsa-miR-485-5p,NM_006700
hsa-miR-485-5p,NM_006789
hsa-miR-485-5p,NM_006796
hsa-miR-485-5p,NM_006830
hsa-miR-485-5p,NM_006876
hsa-miR-485-5p,NM_007077
hsa-miR-485-5p,NM_007185
hsa-miR-485-5p,NM_007356
hsa-miR-485-5p,NM_012215
hsa-miR-485-5p,NM_012478
hsa-miR-485-5p,NM_013247
hsa-miR-485-5p,NM_013277
hsa-miR-485-5p,NM_013278
hsa-miR-485-5p,NM_013373
hsa-miR-485-5p,NM_013999
hsa-miR-485-5p,NM_014427
hsa-miR-485-5p,NM_014762
hsa-miR-485-5p,NM_014882
hsa-miR-485-5p,NM_014976
hsa-miR-485-5p,NM_015039
hsa-miR-485-5p,NM_015073
hsa-miR-485-5p,NM_015086
hsa-miR-485-5p,NM_015266
hsa-miR-485-5p,NM_015425
hsa-miR-485-5p,NM_015603
hsa-miR-485-5p,NM_015679
hsa-miR-485-5p,NM_016301
hsa-miR-485-5p,NM_016353
hsa-miR-485-5p,NM_016458
hsa-miR-485-5p,NM_016594
hsa-miR-485-5p,NM_017550
hsa-miR-485-5p,NM_017612
hsa-miR-485-5p,NM_017703
hsa-miR-485-5p,NM_017721
hsa-miR-485-5p,NM_017729
hsa-miR-485-5p,NM_017765
hsa-miR-485-5p,NM_017857
hsa-miR-485-5p,NM_017887
hsa-miR-485-5p,NM_017921
hsa-miR-485-5p,NM_018019
hsa-miR-485-5p,NM_018208
hsa-miR-485-5p,NM_018357
hsa-miR-485-5p,NM_018381
hsa-miR-485-5p,NM_018455
hsa-miR-485-5p,NM_019009
hsa-miR-485-5p,NM_019884
hsa-miR-485-5p,NM_020360
hsa-miR-485-5p,NM_020367
hsa-miR-485-5p,NM_020650
hsa-miR-485-5p,NM_020822
hsa-miR-485-5p,NM_020960
hsa-miR-485-5p,NM_021189
hsa-miR-485-5p,NM_021628
hsa-miR-485-5p,NM_021962
hsa-miR-485-5p,NM_022066
hsa-miR-485-5p,NM_022071
hsa-miR-485-5p,NM_022098
hsa-miR-485-5p,NM_022140
hsa-miR-485-5p,NM_022157
hsa-miR-485-5p,NM_022307
hsa-miR-485-5p,NM_022362
hsa-miR-485-5p,NM_023075
hsa-miR-485-5p,NM_023932
hsa-miR-485-5p,NM_024009
hsa-miR-485-5p,NM_024033
hsa-miR-485-5p,NM_024077
hsa-miR-485-5p,NM_024325
hsa-miR-485-5p,NM_024333
hsa-miR-485-5p,NM_024597
hsa-miR-485-5p,NM_024623
hsa-miR-485-5p,NM_024653
hsa-miR-485-5p,NM_024757
hsa-miR-485-5p,NM_024768
hsa-miR-485-5p,NM_024917
hsa-miR-485-5p,NM_024946
hsa-miR-485-5p,NM_025049
hsa-miR-485-5p,NM_030820
hsa-miR-485-5p,NM_030912
hsa-miR-485-5p,NM_030930
hsa-miR-485-5p,NM_031488
hsa-miR-485-5p,NM_031492
hsa-miR-485-5p,NM_031965
hsa-miR-485-5p,NM_032204
hsa-miR-485-5p,NM_032336
hsa-miR-485-5p,NM_032564
hsa-miR-485-5p,NM_032603
hsa-miR-485-5p,NM_032784
hsa-miR-485-5p,NM_032800
hsa-miR-485-5p,NM_032878
hsa-miR-485-5p,NM_032906
hsa-miR-485-5p,NM_033088
hsa-miR-485-5p,NM_033131
hsa-miR-485-5p,NM_033318
hsa-miR-485-5p,NM_033396
hsa-miR-485-5p,NM_033510
hsa-miR-485-5p,NM_052884
hsa-miR-485-5p,NM_052897
hsa-miR-485-5p,NM_052968
hsa-miR-485-5p,NM_058238
hsa-miR-485-5p,NM_080819
hsa-miR-485-5p,NM_080822
hsa-miR-485-5p,NM_080913
hsa-miR-485-5p,NM_130783
hsa-miR-485-5p,NM_130901
hsa-miR-485-5p,NM_133180
hsa-miR-485-5p,NM_133448
hsa-miR-485-5p,NM_138402
hsa-miR-485-5p,NM_138410
hsa-miR-485-5p,NM_138575
hsa-miR-485-5p,NM_139075
hsa-miR-485-5p,NM_144677
hsa-miR-485-5p,NM_145015
hsa-miR-485-5p,NM_145074
hsa-miR-485-5p,NM_145277
hsa-miR-485-5p,NM_145309
hsa-miR-485-5p,NM_152243
hsa-miR-485-5p,NM_152341
hsa-miR-485-5p,NM_152654
hsa-miR-485-5p,NM_152658
hsa-miR-485-5p,NM_153001
hsa-miR-485-5p,NM_153266
hsa-miR-485-5p,NM_153329
hsa-miR-485-5p,NM_153636
hsa-miR-485-5p,NM_172056
hsa-miR-485-5p,NM_172367
hsa-miR-485-5p,NM_173344
hsa-miR-485-5p,NM_173554
hsa-miR-485-5p,NM_173660
hsa-miR-485-5p,NM_174898
hsa-miR-485-5p,NM_174902
hsa-miR-485-5p,NM_174970
hsa-miR-485-5p,NM_175073
hsa-miR-485-5p,NM_178348
hsa-miR-485-5p,NM_178545
hsa-miR-485-5p,NM_178554
hsa-miR-485-5p,NM_181472
hsa-miR-485-5p,NM_181553
hsa-miR-485-5p,NM_181833
hsa-miR-485-5p,NM_182524
hsa-miR-485-5p,NM_194259
hsa-miR-485-5p,NM_194261
hsa-miR-485-5p,NM_194322
hsa-miR-485-5p,NM_194323
hsa-miR-485-5p,NM_198212
hsa-miR-485-5p,NM_198320
hsa-miR-485-5p,NM_198456
hsa-miR-485-5p,NM_198491
hsa-miR-485-5p,NM_198867
hsa-miR-485-5p,NM_198955
hsa-miR-485-5p,NM_199121
hsa-miR-485-5p,NM_199359
hsa-miR-485-5p,NM_199360
hsa-miR-485-5p,NM_199361
hsa-miR-485-5p,NM_199362
hsa-miR-485-5p,NM_199363
hsa-miR-485-5p,NM_202004
hsa-miR-485-5p,NM_203456
hsa-miR-485-5p,NM_207303
hsa-miR-485-5p,NM_207309
hsa-miR-485-5p,NM_213652
hsa-miR-485-5p,NM_213653
hsa-miR-485-5p,NM_214710
hsa-miR-485-5p,XM_005247762
hsa-miR-485-5p,XM_005260054
hsa-miR-485-5p,XM_005263013
hsa-miR-485-5p,XM_005268229
hsa-miR-485-5p,XM_005269647
hsa-miR-485-5p,XM_005273659
hsa-miR-485-5p,XM_006712094
hsa-miR-485-5p,XM_011510752
hsa-miR-485-5p,XM_011518880
hsa-miR-485-5p,XM_011523030
hsa-miR-485-5p,XM_011523063
hsa-miR-485-5p,XM_011523912
hsa-miR-485-5p,XM_011524979
hsa-miR-485-5p,XM_011527052
hsa-miR-485-5p,XM_011528264
hsa-miR-485-5p,XM_011533098
hsa-miR-485-5p,XM_011533210
hsa-miR-485-5p,XM_011533319
hsa-miR-485-5p,XM_011538238
hsa-miR-485-5p,XM_011540063
hsa-miR-485-5p,XM_017000125
hsa-miR-485-5p,XM_017003106
hsa-miR-485-5p,XM_017003745
hsa-miR-485-5p,XM_017003874
hsa-miR-485-5p,XM_017004332
hsa-miR-485-5p,XM_017014932
hsa-miR-485-5p,XM_017017664
hsa-miR-485-5p,XM_017023456
hsa-miR-485-5p,XM_017025931
hsa-miR-485-5p,XM_017029949
hsa-miR-485-5p,XM_024446800
hsa-miR-485-5p,XM_024452592
hsa-miR-485-5p,XM_024453125
hsa-miR-485-5p,XM_047418321
hsa-miR-485-5p,XM_047418694
hsa-miR-485-5p,XM_047419265
hsa-miR-485-5p,XM_047420482
hsa-miR-485-5p,XM_047423877
hsa-miR-485-5p,XM_047427201
hsa-miR-485-5p,XM_047427262
hsa-miR-485-5p,XM_047429175
hsa-miR-485-5p,XM_047429176
hsa-miR-485-5p,XM_047430138
hsa-miR-485-5p,XM_047430203
hsa-miR-485-5p,XM_047431876
hsa-miR-485-5p,XM_047433595
hsa-miR-485-5p,XM_047434895
hsa-miR-485-5p,XM_047435712
hsa-miR-485-5p,XM_047437836
hsa-miR-485-5p,XM_047438163
hsa-miR-485-5p,XM_047438580
hsa-miR-485-5p,XM_047438794
hsa-miR-485-5p,XM_047439013
hsa-miR-485-5p,XM_047439020
hsa-miR-485-5p,XM_047439567
hsa-miR-485-5p,XM_047441406
hsa-miR-485-5p,XM_047445760
hsa-miR-485-5p,XM_047445770
hsa-miR-485-5p,XM_047446420
hsa-miR-485-5p,XM_047448210
hsa-miR-485-5p,XM_047448213
hsa-miR-485-5p,XM_047448920
hsa-miR-487a-3p,NM_001002844
hsa-miR-487a-3p,NM_001004339
hsa-miR-487a-3p,NM_001039577
hsa-miR-487a-3p,NM_001039649
hsa-miR-487a-3p,NM_001039650
hsa-miR-487a-3p,NM_001098500
hsa-miR-487a-3p,NM_001135844
hsa-miR-487a-3p,NM_001142447
hsa-miR-487a-3p,NM_001153
hsa-miR-487a-3p,NM_001256339
hsa-miR-487a-3p,NM_001272042
hsa-miR-487a-3p,NM_001272044
hsa-miR-487a-3p,NM_001278525
hsa-miR-487a-3p,NM_001286247
hsa-miR-487a-3p,NM_001287742
hsa-miR-487a-3p,NM_001288985
hsa-miR-487a-3p,NM_001288986
hsa-miR-487a-3p,NM_001307931
hsa-miR-487a-3p,NM_001308097
hsa-miR-487a-3p,NM_001308491
hsa-miR-487a-3p,NM_001320700
hsa-miR-487a-3p,NM_001329157
hsa-miR-487a-3p,NM_001348413
hsa-miR-487a-3p,NM_001348985
hsa-miR-487a-3p,NM_001363520
hsa-miR-487a-3p,NM_001363521
hsa-miR-487a-3p,NM_001366653
hsa-miR-487a-3p,NM_001371590
hsa-miR-487a-3p,NM_001371591
hsa-miR-487a-3p,NM_001371593
hsa-miR-487a-3p,NM_001371595
hsa-miR-487a-3p,NM_001371596
hsa-miR-487a-3p,NM_001788
hsa-miR-487a-3p,NM_002498
hsa-miR-487a-3p,NM_003184
hsa-miR-487a-3p,NM_003740
hsa-miR-487a-3p,NM_004234
hsa-miR-487a-3p,NM_004504
hsa-miR-487a-3p,NM_004827
hsa-miR-487a-3p,NM_006370
hsa-miR-487a-3p,NM_006480
hsa-miR-487a-3p,NM_007168
hsa-miR-487a-3p,NM_014367
hsa-miR-487a-3p,NM_014803
hsa-miR-487a-3p,NM_015435
hsa-miR-487a-3p,NM_020958
hsa-miR-487a-3p,NM_032353
hsa-miR-487a-3p,NM_058237
hsa-miR-487a-3p,NM_152663
hsa-miR-487a-3p,NM_152720
hsa-miR-487a-3p,NM_152778
hsa-miR-487a-3p,NM_183419
hsa-miR-487a-3p,NM_207363
hsa-miR-487a-3p,XM_005259412
hsa-miR-487a-3p,XM_011534472
hsa-miR-487a-3p,XM_017018011
hsa-miR-487a-3p,XM_017020834
hsa-miR-487a-3p,XM_024453983
hsa-miR-487a-3p,XM_047421097
hsa-miR-487a-3p,XM_047427261
hsa-miR-493-3p,NM_000093
hsa-miR-493-3p,NM_000110
hsa-miR-493-3p,NM_000661
hsa-miR-493-3p,NM_000967
hsa-miR-493-3p,NM_001002901
hsa-miR-493-3p,NM_001003941
hsa-miR-493-3p,NM_001004325
hsa-miR-493-3p,NM_001005405
hsa-miR-493-3p,NM_001008410
hsa-miR-493-3p,NM_001024921
hsa-miR-493-3p,NM_001025
hsa-miR-493-3p,NM_001033088
hsa-miR-493-3p,NM_001042678
hsa-miR-493-3p,NM_001077261
hsa-miR-493-3p,NM_001079536
hsa-miR-493-3p,NM_001079692
hsa-miR-493-3p,NM_001080391
hsa-miR-493-3p,NM_001080997
hsa-miR-493-3p,NM_001113498
hsa-miR-493-3p,NM_001114735
hsa-miR-493-3p,NM_001114974
hsa-miR-493-3p,NM_001129979
hsa-miR-493-3p,NM_001134485
hsa-miR-493-3p,NM_001135598
hsa-miR-493-3p,NM_001136043
hsa-miR-493-3p,NM_001142356
hsa-miR-493-3p,NM_001142798
hsa-miR-493-3p,NM_001146341
hsa-miR-493-3p,NM_001163993
hsa-miR-493-3p,NM_001165036
hsa-miR-493-3p,NM_001168374
hsa-miR-493-3p,NM_001168376
hsa-miR-493-3p,NM_001171933
hsa-miR-493-3p,NM_001171934
hsa-miR-493-3p,NM_001178010
hsa-miR-493-3p,NM_001178011
hsa-miR-493-3p,NM_001191033
hsa-miR-493-3p,NM_001195597
hsa-miR-493-3p,NM_001202473
hsa-miR-493-3p,NM_001206654
hsa-miR-493-3p,NM_001206701
hsa-miR-493-3p,NM_001206702
hsa-miR-493-3p,NM_001206704
hsa-miR-493-3p,NM_001207058
hsa-miR-493-3p,NM_001207059
hsa-miR-493-3p,NM_001242739
hsa-miR-493-3p,NM_001252677
hsa-miR-493-3p,NM_001258034
hsa-miR-493-3p,NM_001258035
hsa-miR-493-3p,NM_001258036
hsa-miR-493-3p,NM_001258299
hsa-miR-493-3p,NM_001258300
hsa-miR-493-3p,NM_001270443
hsa-miR-493-3p,NM_001270444
hsa-miR-493-3p,NM_001270445
hsa-miR-493-3p,NM_001270728
hsa-miR-493-3p,NM_001270729
hsa-miR-493-3p,NM_001270731
hsa-miR-493-3p,NM_001270732
hsa-miR-493-3p,NM_001270734
hsa-miR-493-3p,NM_001270735
hsa-miR-493-3p,NM_001270873
hsa-miR-493-3p,NM_001273
hsa-miR-493-3p,NM_001278636
hsa-miR-493-3p,NM_001282185
hsa-miR-493-3p,NM_001283179
hsa-miR-493-3p,NM_001288665
hsa-miR-493-3p,NM_001288829
hsa-miR-493-3p,NM_001288830
hsa-miR-493-3p,NM_001288831
hsa-miR-493-3p,NM_001288832
hsa-miR-493-3p,NM_001290145
hsa-miR-493-3p,NM_001291088
hsa-miR-493-3p,NM_001297553
hsa-miR-493-3p,NM_001297668
hsa-miR-493-3p,NM_001300795
hsa-miR-493-3p,NM_001300868
hsa-miR-493-3p,NM_001300869
hsa-miR-493-3p,NM_001308238
hsa-miR-493-3p,NM_001320480
hsa-miR-493-3p,NM_001330455
hsa-miR-493-3p,NM_001346122
hsa-miR-493-3p,NM_001363522
hsa-miR-493-3p,NM_001367909
hsa-miR-493-3p,NM_001368888
hsa-miR-493-3p,NM_001368889
hsa-miR-493-3p,NM_001368891
hsa-miR-493-3p,NM_001368892
hsa-miR-493-3p,NM_001368894
hsa-miR-493-3p,NM_001368904
hsa-miR-493-3p,NM_001368916
hsa-miR-493-3p,NM_001368922
hsa-miR-493-3p,NM_001368924
hsa-miR-493-3p,NM_001368925
hsa-miR-493-3p,NM_001368927
hsa-miR-493-3p,NM_001370154
hsa-miR-493-3p,NM_001376056
hsa-miR-493-3p,NM_001394531
hsa-miR-493-3p,NM_001394795
hsa-miR-493-3p,NM_001394796
hsa-miR-493-3p,NM_001394797
hsa-miR-493-3p,NM_001641
hsa-miR-493-3p,NM_001704
hsa-miR-493-3p,NM_001923
hsa-miR-493-3p,NM_002463
hsa-miR-493-3p,NM_002541
hsa-miR-493-3p,NM_002811
hsa-miR-493-3p,NM_002880
hsa-miR-493-3p,NM_003340
hsa-miR-493-3p,NM_003504
hsa-miR-493-3p,NM_004173
hsa-miR-493-3p,NM_004770
hsa-miR-493-3p,NM_004804
hsa-miR-493-3p,NM_004979
hsa-miR-493-3p,NM_004983
hsa-miR-493-3p,NM_005067
hsa-miR-493-3p,NM_005225
hsa-miR-493-3p,NM_005368
hsa-miR-493-3p,NM_005538
hsa-miR-493-3p,NM_005654
hsa-miR-493-3p,NM_005838
hsa-miR-493-3p,NM_005988
hsa-miR-493-3p,NM_006312
hsa-miR-493-3p,NM_006615
hsa-miR-493-3p,NM_006642
hsa-miR-493-3p,NM_006651
hsa-miR-493-3p,NM_007084
hsa-miR-493-3p,NM_007176
hsa-miR-493-3p,NM_012400
hsa-miR-493-3p,NM_012401
hsa-miR-493-3p,NM_013445
hsa-miR-493-3p,NM_014183
hsa-miR-493-3p,NM_015911
hsa-miR-493-3p,NM_016128
hsa-miR-493-3p,NM_016430
hsa-miR-493-3p,NM_016633
hsa-miR-493-3p,NM_017885
hsa-miR-493-3p,NM_018049
hsa-miR-493-3p,NM_018119
hsa-miR-493-3p,NM_018234
hsa-miR-493-3p,NM_019012
hsa-miR-493-3p,NM_020453
hsa-miR-493-3p,NM_021101
hsa-miR-493-3p,NM_021158
hsa-miR-493-3p,NM_024092
hsa-miR-493-3p,NM_024806
hsa-miR-493-3p,NM_031951
hsa-miR-493-3p,NM_032319
hsa-miR-493-3p,NM_032501
hsa-miR-493-3p,NM_032597
hsa-miR-493-3p,NM_033213
hsa-miR-493-3p,NM_053017
hsa-miR-493-3p,NM_080742
hsa-miR-493-3p,NM_080870
hsa-miR-493-3p,NM_138637
hsa-miR-493-3p,NM_139074
hsa-miR-493-3p,NM_144628
hsa-miR-493-3p,NM_145814
hsa-miR-493-3p,NM_148959
hsa-miR-493-3p,NM_152271
hsa-miR-493-3p,NM_152385
hsa-miR-493-3p,NM_152577
hsa-miR-493-3p,NM_152866
hsa-miR-493-3p,NM_152867
hsa-miR-493-3p,NM_153681
hsa-miR-493-3p,NM_153682
hsa-miR-493-3p,NM_173505
hsa-miR-493-3p,NM_176820
hsa-miR-493-3p,NM_178559
hsa-miR-493-3p,NM_181886
hsa-miR-493-3p,NM_181888
hsa-miR-493-3p,NM_181889
hsa-miR-493-3p,NM_181892
hsa-miR-493-3p,NM_182915
hsa-miR-493-3p,NM_199320
hsa-miR-493-3p,NM_199441
hsa-miR-493-3p,NM_201591
hsa-miR-493-3p,NM_206895
hsa-miR-493-3p,XM_005252779
hsa-miR-493-3p,XM_011510415
hsa-miR-493-3p,XM_011513391
hsa-miR-493-3p,XM_011545893
hsa-miR-493-3p,XM_017017632
hsa-miR-493-3p,XM_017023233
hsa-miR-493-3p,XM_017028966
hsa-miR-493-3p,XM_024446495
hsa-miR-493-3p,XM_047416829
hsa-miR-493-3p,XM_047418042
hsa-miR-493-3p,XM_047418043
hsa-miR-493-3p,XM_047418049
hsa-miR-493-3p,XM_047418056
hsa-miR-493-3p,XM_047418058
hsa-miR-493-3p,XM_047418068
hsa-miR-493-3p,XM_047418072
hsa-miR-493-3p,XM_047418076
hsa-miR-493-3p,XM_047421903
hsa-miR-493-3p,XM_047421910
hsa-miR-493-3p,XM_047440282
hsa-miR-493-3p,XM_047441290
hsa-miR-493-3p,XM_047441533
hsa-miR-493-3p,XM_047442900
hsa-miR-493-3p,XM_047448649
hsa-miR-493-3p,XM_047448651
hsa-miR-493-5p,NM_000216
hsa-miR-493-5p,NM_000255
hsa-miR-493-5p,NM_000408
hsa-miR-493-5p,NM_000441
hsa-miR-493-5p,NM_000575
hsa-miR-493-5p,NM_000584
hsa-miR-493-5p,NM_000819
hsa-miR-493-5p,NM_001001937
hsa-miR-493-5p,NM_001004297
hsa-miR-493-5p,NM_001008393
hsa-miR-493-5p,NM_001010857
hsa-miR-493-5p,NM_001012414
hsa-miR-493-5p,NM_001012758
hsa-miR-493-5p,NM_001015508
hsa-miR-493-5p,NM_001029882
hsa-miR-493-5p,NM_001031726
hsa-miR-493-5p,NM_001033081
hsa-miR-493-5p,NM_001033082
hsa-miR-493-5p,NM_001033561
hsa-miR-493-5p,NM_001040147
hsa-miR-493-5p,NM_001048218
hsa-miR-493-5p,NM_001068
hsa-miR-493-5p,NM_001077195
hsa-miR-493-5p,NM_001081550
hsa-miR-493-5p,NM_001083112
hsa-miR-493-5p,NM_001085354
hsa-miR-493-5p,NM_001098626
hsa-miR-493-5p,NM_001099638
hsa-miR-493-5p,NM_001100400
hsa-miR-493-5p,NM_001102610
hsa-miR-493-5p,NM_001122672
hsa-miR-493-5p,NM_001130144
hsa-miR-493-5p,NM_001134368
hsa-miR-493-5p,NM_001134381
hsa-miR-493-5p,NM_001134738
hsa-miR-493-5p,NM_001136005
hsa-miR-493-5p,NM_001136006
hsa-miR-493-5p,NM_001136154
hsa-miR-493-5p,NM_001136155
hsa-miR-493-5p,NM_001137602
hsa-miR-493-5p,NM_001142522
hsa-miR-493-5p,NM_001142532
hsa-miR-493-5p,NM_001142533
hsa-miR-493-5p,NM_001145207
hsa-miR-493-5p,NM_001145373
hsa-miR-493-5p,NM_001145459
hsa-miR-493-5p,NM_001145513
hsa-miR-493-5p,NM_001145514
hsa-miR-493-5p,NM_001164115
hsa-miR-493-5p,NM_001164756
hsa-miR-493-5p,NM_001166103
hsa-miR-493-5p,NM_001168214
hsa-miR-493-5p,NM_001170750
hsa-miR-493-5p,NM_001170751
hsa-miR-493-5p,NM_001170963
hsa-miR-493-5p,NM_001172085
hsa-miR-493-5p,NM_001172439
hsa-miR-493-5p,NM_001177382
hsa-miR-493-5p,NM_001178145
hsa-miR-493-5p,NM_001195831
hsa-miR-493-5p,NM_001198993
hsa-miR-493-5p,NM_001198994
hsa-miR-493-5p,NM_001198995
hsa-miR-493-5p,NM_001199989
hsa-miR-493-5p,NM_001201575
hsa-miR-493-5p,NM_001204398
hsa-miR-493-5p,NM_001205272
hsa-miR-493-5p,NM_001207063
