from,to
hsa-miR-409-3p,NM_001376525
hsa-miR-409-3p,NM_001376907
hsa-miR-409-3p,NM_001376908
hsa-miR-409-3p,NM_001377394
hsa-miR-409-3p,NM_001393769
hsa-miR-409-3p,NM_002298
hsa-miR-409-3p,NM_002487
hsa-miR-409-3p,NM_002521
hsa-miR-409-3p,NM_002979
hsa-miR-409-3p,NM_003136
hsa-miR-409-3p,NM_003268
hsa-miR-409-3p,NM_003922
hsa-miR-409-3p,NM_005816
hsa-miR-409-3p,NM_006003
hsa-miR-409-3p,NM_006432
hsa-miR-409-3p,NM_006952
hsa-miR-409-3p,NM_007023
hsa-miR-409-3p,NM_012223
hsa-miR-409-3p,NM_013296
hsa-miR-409-3p,NM_014016
hsa-miR-409-3p,NM_016186
hsa-miR-409-3p,NM_016262
hsa-miR-409-3p,NM_016291
hsa-miR-409-3p,NM_016442
hsa-miR-409-3p,NM_016614
hsa-miR-409-3p,NM_017516
hsa-miR-409-3p,NM_017613
hsa-miR-409-3p,NM_017700
hsa-miR-409-3p,NM_017924
hsa-miR-409-3p,NM_018950
hsa-miR-409-3p,NM_020199
hsa-miR-409-3p,NM_020422
hsa-miR-409-3p,NM_020666
hsa-miR-409-3p,NM_021133
hsa-miR-409-3p,NM_021818
hsa-miR-409-3p,NM_022105
hsa-miR-409-3p,NM_022483
hsa-miR-409-3p,NM_025126
hsa-miR-409-3p,NM_030945
hsa-miR-409-3p,NM_030953
hsa-miR-409-3p,NM_030968
hsa-miR-409-3p,NM_031482
hsa-miR-409-3p,NM_031485
hsa-miR-409-3p,NM_032154
hsa-miR-409-3p,NM_032263
hsa-miR-409-3p,NM_033081
hsa-miR-409-3p,NM_033176
hsa-miR-409-3p,NM_033507
hsa-miR-409-3p,NM_052948
hsa-miR-409-3p,NM_052953
hsa-miR-409-3p,NM_144613
hsa-miR-409-3p,NM_144736
hsa-miR-409-3p,NM_147193
hsa-miR-409-3p,NM_152389
hsa-miR-409-3p,NM_152606
hsa-miR-409-3p,NM_153372
hsa-miR-409-3p,NM_174934
hsa-miR-409-3p,NM_175571
hsa-miR-409-3p,NM_178177
hsa-miR-409-3p,NM_181435
hsa-miR-409-3p,NM_194271
hsa-miR-409-3p,NM_198503
hsa-miR-409-3p,NM_198593
hsa-miR-409-3p,NM_207430
hsa-miR-409-3p,XM_005273243
hsa-miR-409-3p,XM_011531171
hsa-miR-409-3p,XM_011535294
hsa-miR-409-3p,XM_011537106
hsa-miR-409-3p,XM_011541303
hsa-miR-409-3p,XM_017001098
hsa-miR-409-3p,XM_017002208
hsa-miR-409-3p,XM_017021353
hsa-miR-409-3p,XM_047417248
hsa-miR-409-3p,XM_047417799
hsa-miR-409-3p,XM_047420108
hsa-miR-409-3p,XM_047425833
hsa-miR-409-3p,XM_047441195
hsa-miR-409-3p,XM_047441196
hsa-miR-409-3p,XM_047441202
hsa-miR-409-3p,XM_047442137
hsa-miR-409-3p,XM_047445132
hsa-miR-409-3p,XM_047447407
hsa-miR-409-3p,XM_047447417
hsa-miR-409-3p,XM_047447418
hsa-miR-409-3p,XM_047449736
hsa-miR-410-3p,NM_000194
hsa-miR-410-3p,NM_000793
hsa-miR-410-3p,NM_001004419
hsa-miR-410-3p,NM_001010844
hsa-miR-410-3p,NM_001010861
hsa-miR-410-3p,NM_001024688
hsa-miR-410-3p,NM_001033855
hsa-miR-410-3p,NM_001033857
hsa-miR-410-3p,NM_001033858
hsa-miR-410-3p,NM_001037317
hsa-miR-410-3p,NM_001097600
hsa-miR-410-3p,NM_001099646
hsa-miR-410-3p,NM_001099751
hsa-miR-410-3p,NM_001099752
hsa-miR-410-3p,NM_001099754
hsa-miR-410-3p,NM_001099756
hsa-miR-410-3p,NM_001127708
hsa-miR-410-3p,NM_001127709
hsa-miR-410-3p,NM_001130050
hsa-miR-410-3p,NM_001142353
hsa-miR-410-3p,NM_001145154
hsa-miR-410-3p,NM_001160036
hsa-miR-410-3p,NM_001160037
hsa-miR-410-3p,NM_001161576
hsa-miR-410-3p,NM_001161577
hsa-miR-410-3p,NM_001166419
hsa-miR-410-3p,NM_001166448
hsa-miR-410-3p,NM_001167915
hsa-miR-410-3p,NM_001167916
hsa-miR-410-3p,NM_001168235
hsa-miR-410-3p,NM_001171613
hsa-miR-410-3p,NM_001177842
hsa-miR-410-3p,NM_001184834
hsa-miR-410-3p,NM_001190458
hsa-miR-410-3p,NM_001193536
hsa-miR-410-3p,NM_001197317
hsa-miR-410-3p,NM_001197318
hsa-miR-410-3p,NM_001197319
hsa-miR-410-3p,NM_001199148
hsa-miR-410-3p,NM_001204458
hsa-miR-410-3p,NM_001237
hsa-miR-410-3p,NM_001256663
hsa-miR-410-3p,NM_001258205
hsa-miR-410-3p,NM_001258379
hsa-miR-410-3p,NM_001258380
hsa-miR-410-3p,NM_001270894
hsa-miR-410-3p,NM_001270895
hsa-miR-410-3p,NM_001270896
hsa-miR-410-3p,NM_001270897
hsa-miR-410-3p,NM_001282875
hsa-miR-410-3p,NM_001289076
hsa-miR-410-3p,NM_001289077
hsa-miR-410-3p,NM_001289078
hsa-miR-410-3p,NM_001289079
hsa-miR-410-3p,NM_001290258
hsa-miR-410-3p,NM_001300955
hsa-miR-410-3p,NM_001302769
hsa-miR-410-3p,NM_001303232
hsa-miR-410-3p,NM_001317898
hsa-miR-410-3p,NM_001321106
hsa-miR-410-3p,NM_001321107
hsa-miR-410-3p,NM_001321351
hsa-miR-410-3p,NM_001321863
hsa-miR-410-3p,NM_001349911
hsa-miR-410-3p,NM_001351537
hsa-miR-410-3p,NM_001351538
hsa-miR-410-3p,NM_001367479
hsa-miR-410-3p,NM_001377328
hsa-miR-410-3p,NM_001389643
hsa-miR-410-3p,NM_001394446
hsa-miR-410-3p,NM_001516
hsa-miR-410-3p,NM_001944
hsa-miR-410-3p,NM_002207
hsa-miR-410-3p,NM_002424
hsa-miR-410-3p,NM_002465
hsa-miR-410-3p,NM_002485
hsa-miR-410-3p,NM_002523
hsa-miR-410-3p,NM_002635
hsa-miR-410-3p,NM_003139
hsa-miR-410-3p,NM_003337
hsa-miR-410-3p,NM_004133
hsa-miR-410-3p,NM_004240
hsa-miR-410-3p,NM_004376
hsa-miR-410-3p,NM_004964
hsa-miR-410-3p,NM_005807
hsa-miR-410-3p,NM_005888
hsa-miR-410-3p,NM_005999
hsa-miR-410-3p,NM_006710
hsa-miR-410-3p,NM_007036
hsa-miR-410-3p,NM_013269
hsa-miR-410-3p,NM_013989
hsa-miR-410-3p,NM_014051
hsa-miR-410-3p,NM_014408
hsa-miR-410-3p,NM_014611
hsa-miR-410-3p,NM_014985
hsa-miR-410-3p,NM_015100
hsa-miR-410-3p,NM_015178
hsa-miR-410-3p,NM_015419
hsa-miR-410-3p,NM_015589
hsa-miR-410-3p,NM_017488
hsa-miR-410-3p,NM_018647
hsa-miR-410-3p,NM_018835
hsa-miR-410-3p,NM_018914
hsa-miR-410-3p,NM_021144
hsa-miR-410-3p,NM_021951
hsa-miR-410-3p,NM_024641
hsa-miR-410-3p,NM_024700
hsa-miR-410-3p,NM_031226
hsa-miR-410-3p,NM_031913
hsa-miR-410-3p,NM_032092
hsa-miR-410-3p,NM_033195
hsa-miR-410-3p,NM_052851
hsa-miR-410-3p,NM_053042
hsa-miR-410-3p,NM_057177
hsa-miR-410-3p,NM_078470
hsa-miR-410-3p,NM_080282
hsa-miR-410-3p,NM_130782
hsa-miR-410-3p,NM_133369
hsa-miR-410-3p,NM_144765
hsa-miR-410-3p,NM_144989
hsa-miR-410-3p,NM_145068
hsa-miR-410-3p,NM_145796
hsa-miR-410-3p,NM_148957
hsa-miR-410-3p,NM_152484
hsa-miR-410-3p,NM_152526
hsa-miR-410-3p,NM_152908
hsa-miR-410-3p,NM_172242
hsa-miR-410-3p,NM_174882
hsa-miR-410-3p,NM_181486
hsa-miR-410-3p,NM_198393
hsa-miR-410-3p,NM_203447
hsa-miR-410-3p,NM_205863
hsa-miR-410-3p,NM_213611
hsa-miR-410-3p,XM_006711735
hsa-miR-410-3p,XM_006714928
hsa-miR-410-3p,XM_006721578
hsa-miR-410-3p,XM_006723046
hsa-miR-410-3p,XM_011515819
hsa-miR-410-3p,XM_011517045
hsa-miR-410-3p,XM_011517771
hsa-miR-410-3p,XM_011526539
hsa-miR-410-3p,XM_011534989
hsa-miR-410-3p,XM_011534992
hsa-miR-410-3p,XM_011544671
hsa-miR-410-3p,XM_017026379
hsa-miR-410-3p,XM_017029647
hsa-miR-410-3p,XM_024447163
hsa-miR-410-3p,XM_047422703
hsa-miR-410-3p,XM_047426966
hsa-miR-410-3p,XM_047428114
hsa-miR-410-3p,XM_047436800
hsa-miR-410-3p,XM_047436803
hsa-miR-410-3p,XM_047436804
hsa-miR-410-3p,XM_047436805
hsa-miR-410-3p,XM_047436807
hsa-miR-410-3p,XM_047447902
hsa-miR-431-5p,NM_000039
hsa-miR-431-5p,NM_000119
hsa-miR-431-5p,NM_000476
hsa-miR-431-5p,NM_000529
hsa-miR-431-5p,NM_000943
hsa-miR-431-5p,NM_001001661
hsa-miR-431-5p,NM_001005915
hsa-miR-431-5p,NM_001012505
hsa-miR-431-5p,NM_001013703
hsa-miR-431-5p,NM_001015048
hsa-miR-431-5p,NM_001019
hsa-miR-431-5p,NM_001025300
hsa-miR-431-5p,NM_001030009
hsa-miR-431-5p,NM_001042540
hsa-miR-431-5p,NM_001098818
hsa-miR-431-5p,NM_001114134
hsa-miR-431-5p,NM_001123226
hsa-miR-431-5p,NM_001134734
hsa-miR-431-5p,NM_001142299
hsa-miR-431-5p,NM_001145290
hsa-miR-431-5p,NM_001145659
hsa-miR-431-5p,NM_001146254
hsa-miR-431-5p,NM_001146255
hsa-miR-431-5p,NM_001164738
hsa-miR-431-5p,NM_001167930
hsa-miR-431-5p,NM_001172416
hsa-miR-431-5p,NM_001172690
hsa-miR-431-5p,NM_001172895
hsa-miR-431-5p,NM_001172896
hsa-miR-431-5p,NM_001172897
hsa-miR-431-5p,NM_001201380
hsa-miR-431-5p,NM_001204880
hsa-miR-431-5p,NM_001206838
hsa-miR-431-5p,NM_001206839
hsa-miR-431-5p,NM_001207000
hsa-miR-431-5p,NM_001242797
hsa-miR-431-5p,NM_001242799
hsa-miR-431-5p,NM_001256944
hsa-miR-431-5p,NM_001261833
hsa-miR-431-5p,NM_001261841
hsa-miR-431-5p,NM_001276282
hsa-miR-431-5p,NM_001278215
hsa-miR-431-5p,NM_001278712
hsa-miR-431-5p,NM_001282447
hsa-miR-431-5p,NM_001282473
hsa-miR-431-5p,NM_001282559
hsa-miR-431-5p,NM_001282656
hsa-miR-431-5p,NM_001282657
hsa-miR-431-5p,NM_001286984
hsa-miR-431-5p,NM_001288980
hsa-miR-431-5p,NM_001288982
hsa-miR-431-5p,NM_001290008
hsa-miR-431-5p,NM_001290268
hsa-miR-431-5p,NM_001291488
hsa-miR-431-5p,NM_001291489
hsa-miR-431-5p,NM_001293643
hsa-miR-431-5p,NM_001297662
hsa-miR-431-5p,NM_001303229
hsa-miR-431-5p,NM_001305182
hsa-miR-431-5p,NM_001308036
hsa-miR-431-5p,NM_001308161
hsa-miR-431-5p,NM_001318017
hsa-miR-431-5p,NM_001318018
hsa-miR-431-5p,NM_001318122
hsa-miR-431-5p,NM_001322862
hsa-miR-431-5p,NM_001326580
hsa-miR-431-5p,NM_001329099
hsa-miR-431-5p,NM_001329589
hsa-miR-431-5p,NM_001329866
hsa-miR-431-5p,NM_001330350
hsa-miR-431-5p,NM_001330409
hsa-miR-431-5p,NM_001348652
hsa-miR-431-5p,NM_001363548
hsa-miR-431-5p,NM_001365575
hsa-miR-431-5p,NM_001369395
hsa-miR-431-5p,NM_001369521
hsa-miR-431-5p,NM_001370095
hsa-miR-431-5p,NM_001382266
hsa-miR-431-5p,NM_001400265
hsa-miR-431-5p,NM_001628
hsa-miR-431-5p,NM_001742
hsa-miR-431-5p,NM_001753
hsa-miR-431-5p,NM_001781
hsa-miR-431-5p,NM_001945
hsa-miR-431-5p,NM_001982
hsa-miR-431-5p,NM_002181
hsa-miR-431-5p,NM_002242
hsa-miR-431-5p,NM_002511
hsa-miR-431-5p,NM_002665
hsa-miR-431-5p,NM_002851
hsa-miR-431-5p,NM_002922
hsa-miR-431-5p,NM_003945
hsa-miR-431-5p,NM_004209
hsa-miR-431-5p,NM_004496
hsa-miR-431-5p,NM_004782
hsa-miR-431-5p,NM_005558
hsa-miR-431-5p,NM_005562
hsa-miR-431-5p,NM_005723
hsa-miR-431-5p,NM_005810
hsa-miR-431-5p,NM_005877
hsa-miR-431-5p,NM_006606
hsa-miR-431-5p,NM_006729
hsa-miR-431-5p,NM_007033
hsa-miR-431-5p,NM_007034
hsa-miR-431-5p,NM_007309
hsa-miR-431-5p,NM_012123
hsa-miR-431-5p,NM_012315
hsa-miR-431-5p,NM_014167
hsa-miR-431-5p,NM_014820
hsa-miR-431-5p,NM_015695
hsa-miR-431-5p,NM_015864
hsa-miR-431-5p,NM_015946
hsa-miR-431-5p,NM_016293
hsa-miR-431-5p,NM_018380
hsa-miR-431-5p,NM_019589
hsa-miR-431-5p,NM_021218
hsa-miR-431-5p,NM_022460
hsa-miR-431-5p,NM_022488
hsa-miR-431-5p,NM_024097
hsa-miR-431-5p,NM_024116
hsa-miR-431-5p,NM_024302
hsa-miR-431-5p,NM_024769
hsa-miR-431-5p,NM_024825
hsa-miR-431-5p,NM_024895
hsa-miR-431-5p,NM_025220
hsa-miR-431-5p,NM_031372
hsa-miR-431-5p,NM_032307
hsa-miR-431-5p,NM_032554
hsa-miR-431-5p,NM_032779
hsa-miR-431-5p,NM_032814
hsa-miR-431-5p,NM_032950
hsa-miR-431-5p,NM_080829
hsa-miR-431-5p,NM_133645
hsa-miR-431-5p,NM_134470
hsa-miR-431-5p,NM_152354
hsa-miR-431-5p,NM_152360
hsa-miR-431-5p,NM_153687
hsa-miR-431-5p,NM_172016
hsa-miR-431-5p,NM_173630
hsa-miR-431-5p,NM_173672
hsa-miR-431-5p,NM_205849
hsa-miR-431-5p,XM_011509310
hsa-miR-431-5p,XM_011509909
hsa-miR-431-5p,XM_017015618
hsa-miR-431-5p,XM_047415958
hsa-miR-431-5p,XM_047418651
hsa-miR-431-5p,XM_047424056
hsa-miR-431-5p,XM_047426866
hsa-miR-431-5p,XM_047439454
hsa-miR-431-5p,XM_047441165
hsa-miR-431-5p,XM_047444722
hsa-miR-432-5p,NM_000207
hsa-miR-432-5p,NM_000495
hsa-miR-432-5p,NM_000844
hsa-miR-432-5p,NM_000880
hsa-miR-432-5p,NM_001008212
hsa-miR-432-5p,NM_001009614
hsa-miR-432-5p,NM_001009616
hsa-miR-432-5p,NM_001025107
hsa-miR-432-5p,NM_001037497
hsa-miR-432-5p,NM_001042426
hsa-miR-432-5p,NM_001069
hsa-miR-432-5p,NM_001085423
hsa-miR-432-5p,NM_001094
hsa-miR-432-5p,NM_001105247
hsa-miR-432-5p,NM_001135106
hsa-miR-432-5p,NM_001135675
hsa-miR-432-5p,NM_001142545
hsa-miR-432-5p,NM_001142776
hsa-miR-432-5p,NM_001143948
hsa-miR-432-5p,NM_001146008
hsa-miR-432-5p,NM_001146009
hsa-miR-432-5p,NM_001146289
hsa-miR-432-5p,NM_001162916
hsa-miR-432-5p,NM_001165037
hsa-miR-432-5p,NM_001167579
hsa-miR-432-5p,NM_001168216
hsa-miR-432-5p,NM_001185097
hsa-miR-432-5p,NM_001185098
hsa-miR-432-5p,NM_001193434
hsa-miR-432-5p,NM_001193435
hsa-miR-432-5p,NM_001195194
hsa-miR-432-5p,NM_001195643
hsa-miR-432-5p,NM_001202467
hsa-miR-432-5p,NM_001202468
hsa-miR-432-5p,NM_001204113
hsa-miR-432-5p,NM_001242403
hsa-miR-432-5p,NM_001242644
hsa-miR-432-5p,NM_001243246
hsa-miR-432-5p,NM_001243722
hsa-miR-432-5p,NM_001243743
hsa-miR-432-5p,NM_001243744
hsa-miR-432-5p,NM_001260486
hsa-miR-432-5p,NM_001260488
hsa-miR-432-5p,NM_001261394
hsa-miR-432-5p,NM_001267598
hsa-miR-432-5p,NM_001267718
hsa-miR-432-5p,NM_001278323
hsa-miR-432-5p,NM_001286197
hsa-miR-432-5p,NM_001286414
hsa-miR-432-5p,NM_001288767
hsa-miR-432-5p,NM_001289823
hsa-miR-432-5p,NM_001289824
hsa-miR-432-5p,NM_001291317
hsa-miR-432-5p,NM_001291960
hsa-miR-432-5p,NM_001293085
hsa-miR-432-5p,NM_001293216
hsa-miR-432-5p,NM_001304341
hsa-miR-432-5p,NM_001304494
hsa-miR-432-5p,NM_001319
hsa-miR-432-5p,NM_001320126
hsa-miR-432-5p,NM_001321732
hsa-miR-432-5p,NM_001322799
hsa-miR-432-5p,NM_001330162
hsa-miR-432-5p,NM_001345848
hsa-miR-432-5p,NM_001363515
hsa-miR-432-5p,NM_001363746
hsa-miR-432-5p,NM_001364948
hsa-miR-432-5p,NM_001365045
hsa-miR-432-5p,NM_001365046
hsa-miR-432-5p,NM_001365048
hsa-miR-432-5p,NM_001381984
hsa-miR-432-5p,NM_001382620
hsa-miR-432-5p,NM_001393704
hsa-miR-432-5p,NM_001756
hsa-miR-432-5p,NM_002349
hsa-miR-432-5p,NM_002569
hsa-miR-432-5p,NM_002608
hsa-miR-432-5p,NM_003052
hsa-miR-432-5p,NM_003305
hsa-miR-432-5p,NM_003445
hsa-miR-432-5p,NM_003696
hsa-miR-432-5p,NM_004073
hsa-miR-432-5p,NM_005013
hsa-miR-432-5p,NM_005141
hsa-miR-432-5p,NM_005181
hsa-miR-432-5p,NM_005244
hsa-miR-432-5p,NM_006236
hsa-miR-432-5p,NM_006253
hsa-miR-432-5p,NM_006289
hsa-miR-432-5p,NM_007360
hsa-miR-432-5p,NM_012083
hsa-miR-432-5p,NM_014369
hsa-miR-432-5p,NM_014405
hsa-miR-432-5p,NM_014444
hsa-miR-432-5p,NM_014564
hsa-miR-432-5p,NM_016029
hsa-miR-432-5p,NM_016038
hsa-miR-432-5p,NM_016400
hsa-miR-432-5p,NM_016474
hsa-miR-432-5p,NM_017709
hsa-miR-432-5p,NM_019098
hsa-miR-432-5p,NM_020300
hsa-miR-432-5p,NM_020420
hsa-miR-432-5p,NM_020421
hsa-miR-432-5p,NM_020546
hsa-miR-432-5p,NM_020676
hsa-miR-432-5p,NM_020750
hsa-miR-432-5p,NM_021724
hsa-miR-432-5p,NM_022112
hsa-miR-432-5p,NM_022356
hsa-miR-432-5p,NM_023937
hsa-miR-432-5p,NM_024098
hsa-miR-432-5p,NM_024111
hsa-miR-432-5p,NM_024323
hsa-miR-432-5p,NM_024526
hsa-miR-432-5p,NM_024742
hsa-miR-432-5p,NM_024889
hsa-miR-432-5p,NM_024894
hsa-miR-432-5p,NM_030958
hsa-miR-432-5p,NM_031896
hsa-miR-432-5p,NM_032744
hsa-miR-432-5p,NM_033016
hsa-miR-432-5p,NM_052932
hsa-miR-432-5p,NM_054034
hsa-miR-432-5p,NM_080831
hsa-miR-432-5p,NM_133181
hsa-miR-432-5p,NM_138467
hsa-miR-432-5p,NM_139053
hsa-miR-432-5p,NM_145282
hsa-miR-432-5p,NM_145288
hsa-miR-432-5p,NM_145792
hsa-miR-432-5p,NM_152595
hsa-miR-432-5p,NM_153335
hsa-miR-432-5p,NM_173623
hsa-miR-432-5p,NM_176815
hsa-miR-432-5p,NM_178014
hsa-miR-432-5p,NM_178138
hsa-miR-432-5p,NM_178523
hsa-miR-432-5p,NM_181340
hsa-miR-432-5p,NM_181342
hsa-miR-432-5p,NM_194294
hsa-miR-432-5p,NM_199186
hsa-miR-432-5p,NM_207002
hsa-miR-432-5p,XM_005246638
hsa-miR-432-5p,XM_005257801
hsa-miR-432-5p,XM_005257803
hsa-miR-432-5p,XM_006711916
hsa-miR-432-5p,XM_011510361
hsa-miR-432-5p,XM_011534755
hsa-miR-432-5p,XM_017004517
hsa-miR-432-5p,XM_017006554
hsa-miR-432-5p,XM_017009087
hsa-miR-432-5p,XM_017023637
hsa-miR-432-5p,XM_017025314
hsa-miR-432-5p,XM_017027721
hsa-miR-432-5p,XM_024448531
hsa-miR-432-5p,XM_047422233
hsa-miR-432-5p,XM_047427579
hsa-miR-432-5p,XM_047428405
hsa-miR-432-5p,XM_047429859
hsa-miR-432-5p,XM_047435790
hsa-miR-432-5p,XM_047435793
hsa-miR-432-5p,XM_047437059
hsa-miR-432-5p,XM_047443909
hsa-miR-432-5p,XM_047448052
hsa-miR-433-3p,NM_000885
hsa-miR-433-3p,NM_000893
hsa-miR-433-3p,NM_001001851
hsa-miR-433-3p,NM_001007033
hsa-miR-433-3p,NM_001007234
hsa-miR-433-3p,NM_001010922
hsa-miR-433-3p,NM_001010982
hsa-miR-433-3p,NM_001012753
hsa-miR-433-3p,NM_001015887
hsa-miR-433-3p,NM_001017388
hsa-miR-433-3p,NM_001018036
hsa-miR-433-3p,NM_001024074
hsa-miR-433-3p,NM_001039395
hsa-miR-433-3p,NM_001039717
hsa-miR-433-3p,NM_001045556
hsa-miR-433-3p,NM_001045557
hsa-miR-433-3p,NM_001047434
hsa-miR-433-3p,NM_001071
hsa-miR-433-3p,NM_001080457
hsa-miR-433-3p,NM_001082575
hsa-miR-433-3p,NM_001099410
hsa-miR-433-3p,NM_001099411
hsa-miR-433-3p,NM_001102664
hsa-miR-433-3p,NM_001122835
hsa-miR-433-3p,NM_001127398
hsa-miR-433-3p,NM_001134432
hsa-miR-433-3p,NM_001134433
hsa-miR-433-3p,NM_001135644
hsa-miR-433-3p,NM_001136474
hsa-miR-433-3p,NM_001136475
hsa-miR-433-3p,NM_001136501
hsa-miR-433-3p,NM_001139459
hsa-miR-433-3p,NM_001143909
hsa-miR-433-3p,NM_001143944
hsa-miR-433-3p,NM_001144950
hsa-miR-433-3p,NM_001145145
hsa-miR-433-3p,NM_001145526
hsa-miR-433-3p,NM_001164478
hsa-miR-433-3p,NM_001164694
hsa-miR-433-3p,NM_001164695
hsa-miR-433-3p,NM_001166624
hsa-miR-433-3p,NM_001172428
hsa-miR-433-3p,NM_001178014
hsa-miR-433-3p,NM_001184727
hsa-miR-433-3p,NM_001193646
hsa-miR-433-3p,NM_001195106
hsa-miR-433-3p,NM_001195267
hsa-miR-433-3p,NM_001195637
hsa-miR-433-3p,NM_001243177
hsa-miR-433-3p,NM_001243776
hsa-miR-433-3p,NM_001243777
hsa-miR-433-3p,NM_001243900
hsa-miR-433-3p,NM_001247997
hsa-miR-433-3p,NM_001253875
hsa-miR-433-3p,NM_001253876
hsa-miR-433-3p,NM_001265598
hsa-miR-433-3p,NM_001265612
hsa-miR-433-3p,NM_001267727
hsa-miR-433-3p,NM_001270365
hsa-miR-433-3p,NM_001270533
hsa-miR-433-3p,NM_001270771
hsa-miR-433-3p,NM_001271162
hsa-miR-433-3p,NM_001271769
hsa-miR-433-3p,NM_001271848
hsa-miR-433-3p,NM_001277155
hsa-miR-433-3p,NM_001278505
hsa-miR-433-3p,NM_001282964
hsa-miR-433-3p,NM_001286519
hsa-miR-433-3p,NM_001286971
hsa-miR-433-3p,NM_001287761
hsa-miR-433-3p,NM_001287762
hsa-miR-433-3p,NM_001288753
hsa-miR-433-3p,NM_001289161
hsa-miR-433-3p,NM_001291339
hsa-miR-433-3p,NM_001300866
hsa-miR-433-3p,NM_001301056
hsa-miR-433-3p,NM_001303249
hsa-miR-433-3p,NM_001316312
hsa-miR-433-3p,NM_001317962
hsa-miR-433-3p,NM_001318031
hsa-miR-433-3p,NM_001320965
hsa-miR-433-3p,NM_001321742
hsa-miR-433-3p,NM_001329233
hsa-miR-433-3p,NM_001329522
hsa-miR-433-3p,NM_001330589
hsa-miR-433-3p,NM_001348724
hsa-miR-433-3p,NM_001349230
hsa-miR-433-3p,NM_001350451
hsa-miR-433-3p,NM_001353320
hsa-miR-433-3p,NM_001353321
hsa-miR-433-3p,NM_001353322
hsa-miR-433-3p,NM_001353323
hsa-miR-433-3p,NM_001353486
hsa-miR-433-3p,NM_001354867
hsa-miR-433-3p,NM_001354868
hsa-miR-433-3p,NM_001363132
hsa-miR-433-3p,NM_001363133
hsa-miR-433-3p,NM_001363534
hsa-miR-433-3p,NM_001363604
hsa-miR-433-3p,NM_001363608
hsa-miR-433-3p,NM_001364869
hsa-miR-433-3p,NM_001364870
hsa-miR-433-3p,NM_001366628
hsa-miR-433-3p,NM_001367172
hsa-miR-433-3p,NM_001370472
hsa-miR-433-3p,NM_001377456
hsa-miR-433-3p,NM_001393357
hsa-miR-433-3p,NM_001393358
hsa-miR-433-3p,NM_001393362
hsa-miR-433-3p,NM_001394396
hsa-miR-433-3p,NM_001394494
hsa-miR-433-3p,NM_001395980
hsa-miR-433-3p,NM_001748
hsa-miR-433-3p,NM_001955
hsa-miR-433-3p,NM_001994
hsa-miR-433-3p,NM_002064
hsa-miR-433-3p,NM_002595
hsa-miR-433-3p,NM_003013
hsa-miR-433-3p,NM_003551
hsa-miR-433-3p,NM_003664
hsa-miR-433-3p,NM_004120
hsa-miR-433-3p,NM_004148
hsa-miR-433-3p,NM_004213
hsa-miR-433-3p,NM_004688
hsa-miR-433-3p,NM_005496
hsa-miR-433-3p,NM_005522
hsa-miR-433-3p,NM_006641
hsa-miR-433-3p,NM_006748
hsa-miR-433-3p,NM_006927
hsa-miR-433-3p,NM_007062
hsa-miR-433-3p,NM_007269
hsa-miR-433-3p,NM_014476
hsa-miR-433-3p,NM_014479
hsa-miR-433-3p,NM_014679
hsa-miR-433-3p,NM_014710
hsa-miR-433-3p,NM_014960
hsa-miR-433-3p,NM_015465
hsa-miR-433-3p,NM_015701
hsa-miR-433-3p,NM_015986
hsa-miR-433-3p,NM_016221
hsa-miR-433-3p,NM_016245
hsa-miR-433-3p,NM_016284
hsa-miR-433-3p,NM_016395
hsa-miR-433-3p,NM_019010
hsa-miR-433-3p,NM_020147
hsa-miR-433-3p,NM_021023
hsa-miR-433-3p,NM_021069
hsa-miR-433-3p,NM_022461
hsa-miR-433-3p,NM_022497
hsa-miR-433-3p,NM_024012
hsa-miR-433-3p,NM_024025
hsa-miR-433-3p,NM_024525
hsa-miR-433-3p,NM_024749
hsa-miR-433-3p,NM_025076
hsa-miR-433-3p,NM_025152
hsa-miR-433-3p,NM_030569
hsa-miR-433-3p,NM_030625
hsa-miR-433-3p,NM_030956
hsa-miR-433-3p,NM_031200
hsa-miR-433-3p,NM_032257
hsa-miR-433-3p,NM_054114
hsa-miR-433-3p,NM_057162
hsa-miR-433-3p,NM_138773
hsa-miR-433-3p,NM_138810
hsa-miR-433-3p,NM_138960
hsa-miR-433-3p,NM_144566
hsa-miR-433-3p,NM_144689
hsa-miR-433-3p,NM_145032
hsa-miR-433-3p,NM_145276
hsa-miR-433-3p,NM_152262
hsa-miR-433-3p,NM_152490
hsa-miR-433-3p,NM_152609
hsa-miR-433-3p,NM_152857
hsa-miR-433-3p,NM_153240
hsa-miR-433-3p,NM_153620
hsa-miR-433-3p,NM_174931
hsa-miR-433-3p,NM_194292
hsa-miR-433-3p,NM_198855
hsa-miR-433-3p,NM_199123
hsa-miR-433-3p,NM_201651
hsa-miR-433-3p,NM_203395
hsa-miR-433-3p,NM_206831
hsa-miR-433-3p,NM_207344
hsa-miR-433-3p,XM_005248619
hsa-miR-433-3p,XM_005251305
hsa-miR-433-3p,XM_005267641
hsa-miR-433-3p,XM_005267642
hsa-miR-433-3p,XM_005267643
hsa-miR-433-3p,XM_011512873
hsa-miR-433-3p,XM_011517599
hsa-miR-433-3p,XM_011536769
hsa-miR-433-3p,XM_017013854
hsa-miR-433-3p,XM_017018790
hsa-miR-433-3p,XM_017021100
hsa-miR-433-3p,XM_017021291
hsa-miR-433-3p,XM_017021294
hsa-miR-433-3p,XM_017021296
